"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.207173459E2,7.956911564E0,-7.414399147E0,1.436880231E0
3.207223422E2,7.562992573E0,-7.093557358E0,9.579471350E-1
3.207273385E2,6.901003361E0,-6.742152214E0,4.501020908E-1
3.207323348E2,6.186666489E0,-6.360318184E0,-2.024717331E-1
3.207373311E2,5.343530655E0,-5.833612919E0,-1.062895894E0
3.207423274E2,4.381274223E0,-5.262906551E0,-1.658361793E0
3.207473237E2,3.410026073E0,-4.413923264E0,-1.683474779E0
3.207523200E2,2.276899815E0,-3.253108025E0,-1.583380699E0
3.207573163E2,8.536028862E-1,-1.823121071E0,-1.579007745E0
3.207623126E2,-8.063035011E-1,4.026198387E-1,-2.000801802E0
3.207673090E2,-2.071609497E0,3.419259548E0,-2.499516010E0
3.207723053E2,-2.727294922E0,6.879017830E0,-2.440766096E0
3.207773016E2,-5.083977222E0,1.173459244E1,-1.488058209E0
3.207822979E2,-1.258386803E1,1.947028542E1,1.209752917E0
3.207872942E2,-2.954128647E1,3.226739502E1,-7.025447369E0
3.207922905E2,-3.901322174E1,3.939297867E1,-1.250798798E1
3.207972868E2,-3.656305313E1,3.564408493E1,-1.066044521E1
3.208022831E2,-2.795609856E1,2.598198700E1,-1.297610521E0
3.208072794E2,-2.148806381E1,1.803734207E1,4.249650955E0
3.208122757E2,-1.704703903E1,1.219079208E1,1.820978642E0
3.208172720E2,-1.490544319E1,8.719535828E0,-1.446677923E0
3.208222683E2,-1.400396061E1,6.411046028E0,-1.439098001E0
3.208272646E2,-1.332770348E1,4.554619312E0,1.646697521E-2
3.208322609E2,-1.315880966E1,2.868729591E0,9.743555784E-1
3.208372572E2,-1.334409904E1,1.225758076E0,8.376188278E-1
3.208422535E2,-1.413269997E1,-2.351870537E-1,-6.568789482E-2
3.208472498E2,-1.463093567E1,-1.347991467E0,-9.865067005E-1
3.208522461E2,-1.486433125E1,-2.023893356E0,-1.806954384E0
3.208572424E2,-1.347550678E1,-2.311392307E0,-2.745573521E0
3.208622387E2,-1.203502464E1,-2.320192337E0,-3.067366838E0
3.208672350E2,-1.065837383E1,-2.093642712E0,-3.118295908E0
3.208722313E2,-8.929624557E0,-1.612171173E0,-2.840265751E0
3.208772276E2,-7.102716923E0,-1.052209377E0,-2.467028141E0
3.208822239E2,-5.996235371E0,-4.430546761E-1,-1.829314590E0
3.208872202E2,-4.625209808E0,-1.453962326E-1,-1.199415803E0
3.208922165E2,-2.693428993E0,-2.938871384E-1,-5.268323421E-1
3.208972128E2,-4.494233131E-1,-5.911612511E-1,1.081570387E-1
3.209022091E2,1.628794193E0,-8.309412003E-1,5.225903392E-1
3.209072054E2,3.126031399E0,-9.937467575E-1,9.446678162E-1
3.209122017E2,4.330480576E0,-1.003102779E0,1.352562666E0
3.209171980E2,5.147449493E0,-1.088635445E0,1.447153330E0
3.209221943E2,5.864706039E0,-1.398252964E0,1.257018805E0
3.209271906E2,6.290722847E0,-1.745253086E0,1.070973754E0
3.209321869E2,6.534996033E0,-2.154307365E0,9.467517138E-1
3.209371832E2,6.807034016E0,-2.635945320E0,8.226155639E-1
3.209421795E2,7.197004318E0,-3.171410322E0,8.190593123E-1
3.209471758E2,7.484527588E0,-3.645871401E0,8.939005733E-1
3.209521721E2,7.540193081E0,-3.825247288E0,9.046608210E-1
3.209571684E2,7.823214531E0,-3.848523140E0,7.045162320E-1
3.209621647E2,8.118183136E0,-3.854192734E0,1.568605304E-1
3.209671610E2,8.353502274E0,-3.918413639E0,-4.207436442E-1
3.209721573E2,8.615890503E0,-4.212682724E0,-8.700529933E-1
3.209771536E2,8.991992950E0,-4.487554073E0,-1.344965935E0
3.209821499E2,9.362489700E0,-4.914841652E0,-1.644415379E0
3.209871462E2,9.741874695E0,-5.412874222E0,-2.102870464E0
3.209921425E2,1.014959908E1,-5.890351772E0,-2.604948521E0
3.209971388E2,1.055274582E1,-6.380162239E0,-3.054282665E0
3.210021352E2,1.091826057E1,-6.748021603E0,-3.360040188E0
3.210071315E2,1.125144863E1,-7.003222466E0,-3.660993814E0
3.210121278E2,1.153358459E1,-7.164716721E0,-3.727494240E0
3.210171241E2,1.176959038E1,-7.313905716E0,-3.698789120E0
3.210221204E2,1.212718010E1,-7.441076279E0,-3.475137234E0
3.210271167E2,1.245815277E1,-7.507966995E0,-3.081798792E0
3.210321130E2,1.267665291E1,-7.591109276E0,-2.601062775E0
3.210371093E2,1.288360977E1,-7.680835724E0,-1.862504721E0
3.210421056E2,1.278289795E1,-7.772397041E0,-1.136700153E0
3.210471019E2,1.252804089E1,-7.866031647E0,-5.835258961E-1
3.210520982E2,1.220986938E1,-7.756546021E0,-1.516426802E-1
3.210570945E2,1.167024612E1,-7.674213409E0,2.732533216E-1
3.210620908E2,1.094207096E1,-7.543220043E0,7.821673155E-1
3.210670871E2,1.024452782E1,-7.311906815E0,1.293889999E0
3.210720834E2,9.863852501E0,-7.105176926E0,1.555863380E0
3.210770797E2,9.435660362E0,-6.947199821E0,1.617268085E0
3.210820760E2,9.103271484E0,-6.885775089E0,1.531798124E0
3.210870723E2,8.756429672E0,-7.059471130E0,1.257311821E0
3.210920686E2,8.371309280E0,-7.262204170E0,8.040493131E-1
3.210970649E2,8.173114777E0,-7.603468418E0,2.446993589E-1
3.211020612E2,7.970608711E0,-7.776630878E0,-3.958116174E-1
3.211070575E2,7.773315907E0,-7.585615635E0,-8.570034504E-1
3.211120538E2,7.481163979E0,-6.944293499E0,-1.089575768E0
3.211170501E2,6.874951363E0,-5.977057934E0,-1.156616092E0
3.211220464E2,6.242259979E0,-4.894633293E0,-1.044923544E0
3.211270427E2,5.579156399E0,-3.361741066E0,-1.028260708E0
3.211320390E2,5.041241169E0,-1.042023659E0,-4.294559956E-1
3.211370353E2,3.375169992E0,2.933065414E0,-3.538423777E-1
3.211420316E2,-2.435393333E-1,8.778174400E0,-6.730391979E-1
3.211470279E2,-6.229549885E0,1.549589825E1,6.072956324E-2
3.211520242E2,-1.595265007E1,1.997212410E1,2.968898773E0
3.211570205E2,-3.707043457E1,2.570994377E1,6.547335625E0
3.211620168E2,-5.092563629E1,3.397184753E1,-1.949741554E1
3.211670131E2,-4.723107910E1,3.009252739E1,-2.387699318E1
3.211720094E2,-3.351618576E1,2.097106361E1,-1.078684711E1
3.211770057E2,-1.903244781E1,1.343509769E1,2.602253199E0
3.211820020E2,-9.742389679E0,9.514206886E0,1.126521206E1
3.211869983E2,-3.746182442E0,8.412232399E0,1.273859119E1
3.211919946E2,-3.274403095E0,7.430970669E0,9.675322533E0
3.211969909E2,-4.827034950E0,7.634686947E0,7.703427792E0
3.212019872E2,-5.306645870E0,9.132308960E0,7.286056519E0
3.212069835E2,-3.576680183E0,1.080668831E1,6.545612335E0
3.212119798E2,-1.147371769E0,1.009038544E1,3.829870701E0
3.212169761E2,-1.051318169E0,7.148082256E0,-2.191012859E0
3.212219724E2,-2.082669258E0,5.234049797E0,-6.142273426E0
3.212269687E2,-2.452525139E0,4.373117924E0,-5.982400894E0
3.212319650E2,-2.318858147E0,4.307262897E0,-5.080071926E0
3.212369613E2,-1.661051750E0,3.798947811E0,-4.380818367E0
3.212419576E2,-3.292273521E0,4.292284489E0,-1.182847977E0
3.212469540E2,-3.774443626E0,5.025648117E0,-2.474979401E0
3.212519503E2,-3.597983360E0,4.735062599E0,-2.746609926E0
3.212569466E2,-2.747889996E0,4.020604134E0,-2.619948387E0
3.212619429E2,-2.161144733E0,3.003326893E0,-1.591016650E0
3.212669392E2,-2.335748196E0,2.476192951E0,6.814271212E-2
3.212719355E2,-1.740432262E0,1.835483551E0,1.162719250E0
3.212769318E2,-1.054214001E0,9.954748154E-1,1.956278682E0
3.212819281E2,-5.911560059E-1,-2.100872993E-1,2.311172962E0
3.212869244E2,-3.057136536E-1,-1.487313271E0,2.900163174E0
3.212919207E2,-2.243456841E-1,-2.422722816E0,3.571161747E0
3.212969170E2,-1.683616638E-1,-3.038950205E0,4.373489857E0
3.213019133E2,-2.621974945E-1,-3.451005220E0,4.797007561E0
3.213069096E2,6.704950333E-2,-3.721966743E0,4.825949669E0
3.213119059E2,2.918014526E-1,-3.799996853E0,4.539422989E0
3.213169022E2,9.330744743E-1,-3.853105783E0,4.478269577E0
3.213218985E2,1.450722694E0,-4.182151794E0,4.582925797E0
3.213268948E2,1.615675449E0,-4.576645374E0,4.476860523E0
3.213318911E2,1.906107426E0,-5.018335819E0,4.196331978E0
3.213368874E2,2.708829880E0,-5.607946396E0,4.134043694E0
3.213418837E2,3.448601007E0,-6.259338856E0,4.048916340E0
3.213468800E2,4.211045265E0,-6.886037350E0,4.184648514E0
3.213518763E2,4.962662697E0,-7.520902634E0,4.013506889E0
3.213568726E2,5.684801579E0,-8.043541908E0,3.336706638E0
3.213618689E2,6.219863892E0,-8.367713928E0,2.494825363E0
3.213668652E2,6.524884701E0,-8.666080475E0,1.927453995E0
3.213718615E2,6.485075474E0,-8.996610641E0,1.537222266E0
3.213768578E2,6.665015697E0,-9.216207504E0,1.346506357E0
3.213818541E2,6.777353287E0,-9.440137863E0,1.057412267E0
3.213868504E2,7.042098045E0,-9.606507301E0,8.602935076E-1
3.213918467E2,7.291607380E0,-9.701297760E0,6.155108213E-1
3.213968430E2,7.492378712E0,-9.777373314E0,3.608982563E-1
3.214018393E2,7.730676174E0,-9.796630859E0,9.537184238E-2
3.214068356E2,7.940025330E0,-9.787533760E0,-3.018406630E-1
3.214118319E2,8.015625954E0,-9.759492874E0,-6.354317665E-1
3.214168282E2,8.024982452E0,-9.731495857E0,-8.348208666E-1
3.214218245E2,7.991972446E0,-9.646325111E0,-8.045810461E-1
3.214268208E2,8.046076775E0,-9.384146690E0,-6.645733118E-1
3.214318171E2,7.871254921E0,-9.031368256E0,-4.569873810E-1
3.214368134E2,7.859210014E0,-8.760766983E0,-2.041938305E-1
3.214418097E2,7.980419159E0,-8.409985542E0,1.098228693E-1
3.214468060E2,8.124254227E0,-8.084648132E0,4.622238874E-1
3.214518023E2,8.103605270E0,-7.708750725E0,6.863360405E-1
3.214567986E2,7.922863960E0,-7.340607643E0,7.724553347E-1
3.214617949E2,7.820963860E0,-7.043174744E0,5.475515127E-1
3.214667912E2,7.697156429E0,-6.807441711E0,2.307080030E-1
3.214717875E2,7.426887035E0,-6.562260628E0,-3.036113977E-1
3.214767838E2,6.766304970E0,-6.231779099E0,-8.322657347E-1
3.214817802E2,5.969577312E0,-5.716025829E0,-1.262213349E0
3.214867765E2,5.052031040E0,-4.904613018E0,-1.605149150E0
3.214917728E2,3.875861168E0,-3.801794291E0,-1.608478665E0
3.214967691E2,2.714640141E0,-2.574221373E0,-1.473233581E0
3.215017654E2,1.617287159E0,-1.005179882E0,-1.371743083E0
3.215067617E2,4.962968826E-2,1.285159588E0,-1.063751817E0
3.215117580E2,-1.605381012E0,4.526581287E0,-1.274464130E-1
3.215167543E2,-3.237427235E0,8.925117493E0,3.385421634E-1
3.215217506E2,-8.274136543E0,1.484003639E1,8.444394469E-1
3.215267469E2,-2.119697571E1,2.543886566E1,-2.329467297E0
3.215317432E2,-3.576004028E1,3.629434967E1,-1.040663910E1
3.215367395E2,-4.152347565E1,3.840034485E1,-1.298544598E1
3.215417358E2,-3.668910980E1,3.050079918E1,-6.761462688E0
3.215467321E2,-2.510826874E1,1.970634460E1,2.474775791E0
3.215517284E2,-1.749095535E1,1.373021793E1,4.794487000E0
3.215567247E2,-1.521781158E1,1.000468636E1,2.284629107E0
3.215617210E2,-1.531934834E1,7.744897366E0,7.098430991E-1
3.215667173E2,-1.655468750E1,5.128373623E0,-3.044381142E-1
3.215717136E2,-1.672912216E1,3.388177395E0,-1.418817043E-2
3.215767099E2,-1.687504959E1,1.985238552E0,1.204197526E0
3.215817062E2,-1.750267982E1,9.930639267E-1,2.831220627E0
3.215867025E2,-1.849724197E1,2.203879356E-1,2.432965279E0
3.215916988E2,-1.891762924E1,-3.090844154E-1,1.124553442E0
3.215966951E2,-1.922490311E1,-7.878227234E-1,8.031916618E-1
3.216016914E2,-1.826742744E1,-1.494088650E0,4.872409105E-1
3.216066877E2,-1.552527618E1,-1.886385441E0,-1.171207428E-1
3.216116840E2,-1.290450191E1,-1.893202305E0,-4.608842134E-1
3.216166803E2,-9.774851799E0,-1.936608791E0,-9.809030294E-1
3.216216766E2,-6.429742336E0,-1.634778500E0,-1.349221349E0
3.216266729E2,-2.931520462E0,-1.461003780E0,-1.811079621E0
3.216316692E2,1.658325195E-1,-1.451962471E0,-2.248670578E0
3.216366655E2,2.643751621E0,-1.592359066E0,-2.362016201E0
3.216416618E2,4.470235348E0,-1.633258820E0,-2.614960194E0
3.216466581E2,5.683666706E0,-1.418432713E0,-3.074110508E0
3.216516544E2,6.986676216E0,-1.347146511E0,-3.222676277E0
3.216566507E2,8.135369301E0,-1.429202557E0,-2.805843830E0
3.216616470E2,8.574775696E0,-1.622007847E0,-2.169693947E0
3.216666433E2,8.854833603E0,-2.079808712E0,-1.378674865E0
3.216716396E2,8.974138260E0,-2.627081394E0,-8.160763979E-1
3.216766359E2,9.353562355E0,-3.225632668E0,-4.053415060E-1
3.216816322E2,9.573291779E0,-3.754065990E0,-1.542052031E-1
3.216866285E2,9.596267700E0,-4.187017441E0,-1.682054996E-2
3.216916248E2,9.595754623E0,-4.489748955E0,1.820189357E-1
3.216966211E2,9.266190529E0,-4.565943718E0,1.909169555E-1
3.217016174E2,9.028440475E0,-4.574057579E0,2.018991709E-1
3.217066137E2,8.944083214E0,-4.581709862E0,1.571000218E-1
3.217116100E2,8.931448936E0,-4.656333923E0,6.906259060E-2
3.217166063E2,9.052527428E0,-4.836308956E0,-5.526423454E-3
3.217216026E2,9.225983620E0,-5.054503441E0,-1.534129381E-1
3.217265990E2,9.504683495E0,-5.219646454E0,-4.221355915E-1
3.217315953E2,9.731084824E0,-5.479584217E0,-1.026246905E0
3.217365916E2,9.867429733E0,-5.804970741E0,-1.902317405E0
3.217415879E2,1.013901711E1,-6.171235561E0,-2.885946274E0
3.217465842E2,1.031154060E1,-6.506159782E0,-3.721484661E0
3.217515805E2,1.047579098E1,-6.800236702E0,-4.187544823E0
3.217565768E2,1.088536835E1,-7.163353920E0,-4.451378822E0
3.217615731E2,1.138751698E1,-7.451448917E0,-4.020888805E0
3.217665694E2,1.201632690E1,-7.778762817E0,-2.835157394E0
3.217715657E2,1.245200348E1,-8.106338501E0,-1.565346122E0
3.217765620E2,1.280995750E1,-8.319195747E0,-4.089588523E-1
3.217815583E2,1.302354050E1,-8.298006058E0,4.406427145E-1
3.217865547E2,1.306943798E1,-8.066943169E0,7.467602491E-1
3.217915510E2,1.281875801E1,-7.746205807E0,6.123127937E-1
3.217965474E2,1.205116177E1,-7.265053749E0,6.148353815E-1
3.218015437E2,1.102413940E1,-6.821259499E0,9.966703057E-1
3.218065401E2,1.003783798E1,-6.392300606E0,1.135024786E0
3.218115364E2,9.105108261E0,-6.041583061E0,1.236381531E0
3.218165327E2,8.315587044E0,-5.693367958E0,1.282968521E0
3.218215290E2,7.668117046E0,-5.396159172E0,1.080436587E0
3.218265253E2,7.315034389E0,-5.150149345E0,8.890911937E-1
3.218315216E2,7.055251122E0,-5.069741249E0,7.628151774E-1
3.218365179E2,6.898432732E0,-4.939016819E0,7.470492721E-1
3.218415142E2,6.658378124E0,-4.800505638E0,7.427814007E-1
3.218465105E2,6.373894215E0,-4.419444084E0,3.725643754E-1
3.218515068E2,5.854052067E0,-3.776738882E0,-2.674046159E-1
3.218565031E2,5.061088562E0,-2.724396467E0,-9.147702456E-1
3.218614994E2,3.924606800E0,-8.124632835E-1,-1.369353533E0
3.218664957E2,2.616855145E0,2.650799751E0,-6.361033916E-1
3.218714920E2,-7.794756889E-1,7.625290871E0,-2.589822531E0
3.218764883E2,-6.822664738E0,1.324274349E1,-5.385515690E0
3.218814846E2,-1.453148842E1,1.634333992E1,-6.833709717E0
3.218864809E2,-2.352342606E1,1.785980225E1,-5.932398796E0
3.218914772E2,-3.419278717E1,1.985195923E1,-2.213899612E0
3.218964735E2,-3.806024551E1,2.265299416E1,-7.057537556E0
3.219014698E2,-3.146839523E1,1.927807999E1,-4.794828415E0
3.219064661E2,-2.203013992E1,1.368125248E1,1.100928783E0
3.219114624E2,-1.559958076E1,8.811651230E0,4.598663807E0
3.219164587E2,-9.954097748E0,6.928165913E0,6.310335636E0
3.219214550E2,-7.958127499E0,6.863858223E0,5.645796776E0
3.219264513E2,-7.109349728E0,6.946479797E0,5.317205429E0
3.219314476E2,-6.424257278E0,8.677803040E0,6.185196400E0
3.219364440E2,-5.714982986E0,1.156546593E1,8.292920113E0
3.219414403E2,-3.825479507E0,1.317907143E1,9.613547325E0
3.219464366E2,-1.827682018E0,1.251115036E1,7.467241287E0
3.219514329E2,-1.854828835E0,1.068796921E1,9.063458443E-1
3.219564292E2,-2.582994461E0,8.819831848E0,-4.536280632E0
3.219614255E2,-2.832652569E0,7.494221687E0,-7.140086174E0
3.219664217E2,-2.432838440E0,6.644327164E0,-6.258163452E0
3.219714180E2,-2.212772369E0,6.240414619E0,-4.816974163E0
3.219764142E2,-1.465763092E0,5.778789997E0,-2.776098490E0
3.219814105E2,1.258707047E-1,6.559140682E0,-1.442010880E1
3.219864067E2,-1.112283707E0,2.788418293E0,7.835599422E0
3.219914030E2,-3.502106190E0,3.221238613E0,3.249028683E0
3.219963992E2,-2.932260513E0,2.641485691E0,-1.963820457E-1
3.220013955E2,-1.728361130E0,1.861232758E0,-2.294603348E0
3.220063917E2,-3.829259872E-1,5.327701569E-1,-2.505369663E0
3.220113880E2,-3.052711487E-1,-5.770068169E-1,-1.815553665E0
3.220163842E2,-8.599615097E-2,-1.907939911E0,-5.540244579E-1
3.220213805E2,-1.143164635E-1,-3.156298161E0,8.148552179E-1
3.220263767E2,-6.370120049E-1,-3.947986364E0,2.174601316E0
3.220313730E2,-6.198868752E-1,-4.363801003E0,3.657170534E0
3.220363692E2,-6.849923134E-1,-4.474728584E0,5.501044750E0
3.220413655E2,-5.078034401E-1,-4.348522186E0,6.550170422E0
3.220463617E2,1.448845863E-1,-4.039080143E0,6.886008263E0
3.220513580E2,9.281058311E-1,-3.920412779E0,6.740042210E0
3.220563542E2,1.612040997E0,-3.959292889E0,6.301878929E0
3.220613505E2,2.177479744E0,-4.107618332E0,6.017516136E0
3.220663467E2,2.264398098E0,-4.475768566E0,5.413482666E0
3.220713430E2,2.664791107E0,-5.179577827E0,4.650369644E0
3.220763392E2,3.607079268E0,-6.156210423E0,4.002521515E0
3.220813355E2,4.507783890E0,-7.217425823E0,3.177697659E0
3.220863317E2,4.688871384E0,-7.826232433E0,2.468888283E0
3.220913280E2,4.568241119E0,-8.269618034E0,1.930237293E0
3.220963243E2,4.337404251E0,-8.658519745E0,1.457560062E0
3.221013206E2,4.249454498E0,-8.951016426E0,1.296492696E0
3.221063169E2,4.427733421E0,-9.048041344E0,1.239207268E0
3.221113132E2,4.709080696E0,-9.003019333E0,1.102234364E0
3.221163095E2,5.160318375E0,-9.007484436E0,9.571830034E-1
3.221213058E2,5.584989071E0,-8.980261803E0,6.319549084E-1
3.221263021E2,6.074375629E0,-9.088394165E0,3.608136177E-1
3.221312984E2,6.714889526E0,-9.278658867E0,1.961405277E-1
3.221362947E2,7.262811661E0,-9.469179153E0,-5.173085928E-1
3.221412910E2,7.560727119E0,-9.659612656E0,-3.394315243E-1
3.221462873E2,7.718998909E0,-9.769075394E0,-3.731936216E-1
3.221512836E2,8.087348938E0,-9.735336304E0,-3.708647490E-1
3.221562799E2,8.369536400E0,-9.682624817E0,-1.374976635E-1
3.221612762E2,8.503841400E0,-9.496074677E0,1.536037922E-1
3.221662725E2,8.619490623E0,-9.238243103E0,5.452491045E-1
3.221712688E2,8.682695389E0,-8.928886414E0,9.414649606E-1
3.221762651E2,8.769860268E0,-8.458411217E0,1.356430531E0
3.221812614E2,8.756525040E0,-7.956048012E0,1.767065644E0
3.221862577E2,8.609175682E0,-7.565556526E0,2.029885292E0
3.221912540E2,8.581359863E0,-7.177104950E0,2.024992943E0
3.221962503E2,8.414585114E0,-6.810200691E0,1.708912849E0
3.222012466E2,8.109008789E0,-6.422085285E0,1.143330336E0
3.222062429E2,7.583102226E0,-5.955972672E0,3.187361956E-1
3.222112392E2,6.750164509E0,-5.341269493E0,-8.026214838E-1
3.222162355E2,5.877736568E0,-4.727358818E0,-1.737877965E0
3.222212318E2,5.056980133E0,-3.999555111E0,-2.216268539E0
3.222262281E2,4.398927212E0,-3.343765020E0,-2.255341053E0
3.222312244E2,3.795086384E0,-2.519064188E0,-2.030149460E0
3.222362207E2,2.748969078E0,-1.462251186E0,-1.867394209E0
3.222412170E2,1.520452976E0,7.462868690E-1,-9.498320818E-1
3.222462133E2,-1.997895241E-1,4.522849083E0,-1.261544228E-2
3.222512096E2,-2.503797531E0,9.102929115E0,4.696759582E-1
3.222562059E2,-8.390677452E0,1.552284622E1,1.416596413E0
3.222612022E2,-2.029401779E1,2.488988113E1,-1.862641811E0
3.222661985E2,-3.190484619E1,3.387755966E1,-1.141394711E1
3.222711948E2,-3.417337036E1,3.575139618E1,-1.385493755E1
3.222761911E2,-2.651820183E1,2.604936790E1,-4.357513428E0
3.222811874E2,-2.166787529E1,1.663098717E1,6.449411869E0
3.222861837E2,-1.781559181E1,1.057778931E1,8.891990662E0
3.222911800E2,-1.639334869E1,7.384476185E0,6.790211201E0
3.222961763E2,-1.716545105E1,6.227535248E0,4.520947456E0
3.223011726E2,-1.806869507E1,4.987030506E0,2.598994255E0
3.223061690E2,-1.864561081E1,3.327088356E0,1.260690689E0
3.223111653E2,-1.869176483E1,1.971375942E0,7.828227878E-1
3.223161616E2,-1.852383423E1,8.776721954E-1,3.922529221E-1
3.223211579E2,-1.861083031E1,2.044124603E-1,-3.990453482E-1
3.223261542E2,-1.824470901E1,-2.972631454E-1,-1.837245703E0
3.223311505E2,-1.811586571E1,-5.715298653E-1,-1.846144795E0
3.223361468E2,-1.783819199E1,-6.205329895E-1,-1.719380856E0
3.223411431E2,-1.629880524E1,-9.608602524E-2,-1.841379762E0
3.223461394E2,-1.361383820E1,5.189409256E-1,-2.022565842E0
3.223511357E2,-1.138625050E1,1.042436600E0,-1.783881068E0
3.223561320E2,-8.434289932E0,1.153607368E0,-2.036392212E0
3.223611283E2,-5.586386204E0,9.487380981E-1,-2.103873253E0
3.223661246E2,-3.254739285E0,7.385315895E-1,-2.007868052E0
3.223711209E2,-6.214542389E-1,2.502946854E-1,-1.803756356E0
3.223761172E2,1.955251694E0,-6.483268738E-2,-1.394503951E0
3.223811135E2,4.347344875E0,-2.584247589E-1,-9.661531448E-1
3.223861098E2,6.273877621E0,-5.018405914E-1,-6.578085423E-1
3.223911061E2,6.783902168E0,-8.143415451E-1,-2.297903776E0
3.223961024E2,6.326654434E0,-1.543247700E0,-2.870320797E0
3.224010987E2,8.480684280E0,-1.046856880E0,2.299311638E0
3.224060950E2,8.665193558E0,-2.068931580E0,1.204369426E0
3.224110913E2,8.819392204E0,-2.661723137E0,1.210673451E0
3.224160876E2,8.867209435E0,-3.117324591E0,1.349521041E0
3.224210839E2,8.881280899E0,-3.564127207E0,1.606801152E0
3.224260802E2,8.799995422E0,-3.786074638E0,1.620283842E0
3.224310765E2,8.604467392E0,-3.821259975E0,1.391680717E0
3.224360728E2,8.423690796E0,-3.818344593E0,1.237348914E0
3.224410691E2,8.371944427E0,-3.992956877E0,9.998151064E-1
3.224460654E2,8.544178009E0,-4.397961140E0,7.319251299E-1
3.224510617E2,8.863735199E0,-4.999649048E0,5.425183773E-1
3.224560580E2,9.221071243E0,-5.586708069E0,9.177219868E-2
3.224610543E2,9.539799690E0,-6.220870972E0,-4.321596622E-1
3.224660506E2,9.868448257E0,-6.810483932E0,-8.948720694E-1
3.224710469E2,1.011673546E1,-7.378835201E0,-1.511044502E0
3.224760432E2,1.029942513E1,-7.892035484E0,-2.193507433E0
3.224810395E2,1.037825203E1,-8.330879211E0,-2.864074707E0
3.224860358E2,1.046313763E1,-8.757529259E0,-3.601964235E0
3.224910321E2,1.060662270E1,-9.114428520E0,-4.089511871E0
3.224960284E2,1.078007889E1,-9.272264481E0,-4.210927486E0
3.225010247E2,1.097884846E1,-9.278883934E0,-3.980188370E0
3.225060210E2,1.105967426E1,-9.272960663E0,-3.493357897E0
3.225110173E2,1.125700760E1,-9.211594582E0,-3.435223818E0
3.225160136E2,1.147031212E1,-9.123682976E0,-3.524268627E0
3.225210099E2,1.157055664E1,-8.904164314E0,-3.269309044E0
3.225260062E2,1.176391983E1,-8.371479034E0,-2.625391006E0
3.225310025E2,1.168701935E1,-7.554970264E0,-2.179146528E0
3.225359988E2,1.150717545E1,-6.718784332E0,-1.406440735E0
3.225409952E2,1.103828430E1,-5.815109730E0,-4.142488241E-1
3.225459915E2,1.031346226E1,-4.873600960E0,5.952538252E-1
3.225509878E2,9.657825470E0,-4.224930286E0,1.534567118E0
3.225559841E2,8.970491409E0,-3.625363111E0,2.330889702E0
3.225609804E2,8.481176376E0,-3.304492474E0,2.719915628E0
3.225659767E2,8.113718033E0,-3.328336716E0,2.625190020E0
3.225709730E2,7.658191204E0,-3.494794607E0,2.157592058E0
3.225759693E2,7.177280426E0,-3.587716818E0,1.706201077E0
3.225809656E2,6.556427002E0,-3.381953001E0,1.343294144E0
3.225859619E2,5.896257877E0,-2.767453671E0,1.366536856E0
3.225909582E2,5.139572144E0,-1.610414982E0,1.517523289E0
3.225959545E2,3.899359941E0,5.720486641E-1,1.839532614E0
3.226009508E2,1.450018883E0,4.568885803E0,2.773659706E0
3.226059471E2,-3.410783768E0,1.061892700E1,4.103035450E0
3.226109434E2,-1.200705910E1,1.614977264E1,6.401114464E0
3.226159397E2,-2.911103821E1,1.801588631E1,1.353776836E1
3.226209360E2,-4.213942719E1,2.554217911E1,-1.509507942E1
3.226259323E2,-3.472231293E1,2.519551277E1,-3.219436264E1
3.226309286E2,-2.395479012E1,1.700994301E1,-2.309213066E1
3.226359249E2,-1.508426285E1,1.029641533E1,-8.477422714E0
3.226409212E2,-9.463966370E0,6.222942352E0,3.112147450E-1
3.226459175E2,-5.696819782E0,3.679343700E0,5.833344460E0
3.226509138E2,-3.929627419E0,3.091011047E0,8.694485664E0
3.226559101E2,-3.881553650E0,4.776260376E0,6.702950478E0
3.226609064E2,-2.630146027E0,7.199944019E0,4.540079594E0
3.226659027E2,-6.225186348E0,9.167821884E0,6.821059227E0
3.226708990E2,-5.843350887E0,9.618882179E0,7.440416336E0
3.226758953E2,-9.044456482E0,1.060230064E1,6.638166904E0
3.226808916E2,-1.204935646E1,1.269059086E1,1.391078591E0
3.226858879E2,-1.244089031E1,1.453857613E1,-2.436305523E0
3.226908842E2,-9.552745819E0,1.453201294E1,-2.853352785E0
3.226958805E2,-6.087943554E0,1.285383224E1,-1.150547147E0
3.227008768E2,-4.998309612E0,1.105499649E1,3.811246753E-1
3.227058731E2,-4.721275330E0,1.052341461E1,2.266187668E-1
3.227108694E2,-4.318278313E0,1.011572838E1,-5.716340542E-1
3.227158657E2,-3.109246254E0,9.331929207E0,-1.601613045E0
3.227208620E2,-1.387410164E0,8.373382568E0,-2.017302990E0
3.227258583E2,2.354240417E-1,6.763045311E0,-1.515443563E0
3.227308546E2,1.886435986E0,4.025108337E0,-5.715498924E-1
3.227358509E2,2.057577610E0,9.274735451E-1,6.372967362E-1
3.227408472E2,1.924240589E0,-1.591837883E0,1.011050344E0
3.227458435E2,1.129723072E0,-3.346618176E0,1.277117133E0
3.227508398E2,3.828620911E-1,-4.476802826E0,1.568037271E0
3.227558361E2,-1.243114471E-1,-5.359969616E0,2.000559807E0
