"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.066833432E1,8.672041297E-1,-4.699608326E0,-6.413058043E-1
3.067333031E1,9.015393257E-1,-4.717261791E0,-5.490026474E-1
3.067832630E1,8.991915584E-1,-4.672585011E0,-4.230908155E-1
3.068332229E1,8.838257790E-1,-4.575362682E0,-2.725962400E-1
3.068831828E1,8.265699148E-1,-4.468782902E0,-1.546301842E-1
3.069331427E1,7.414963245E-1,-4.352971077E0,-1.117970943E-1
3.069831026E1,7.095909715E-1,-4.256707191E0,-4.338622093E-2
3.070330625E1,7.736753821E-1,-4.089188576E0,5.087304115E-2
3.070830224E1,7.661392093E-1,-3.936650276E0,6.594586372E-2
3.071329823E1,6.482907534E-1,-3.818210125E0,-1.739764214E-2
3.071829422E1,4.820007384E-1,-3.762482166E0,-1.276874542E-1
3.072329021E1,3.577708602E-1,-3.759805202E0,-1.647505760E-1
3.072828620E1,3.470422626E-1,-3.724058628E0,-8.565568924E-2
3.073328219E1,3.349188566E-1,-3.703152180E0,9.048867226E-2
3.073827818E1,3.211368322E-1,-3.682819843E0,2.394874096E-1
3.074327417E1,3.440887332E-1,-3.643898487E0,3.373498917E-1
3.074827016E1,3.176294565E-1,-3.543374538E0,4.080371857E-1
3.075326614E1,2.993353605E-1,-3.462577343E0,4.227175713E-1
3.075826213E1,2.845379710E-1,-3.339229107E0,4.289665222E-1
3.076325812E1,3.740665913E-1,-3.206737518E0,4.647054672E-1
3.076825411E1,4.774302244E-1,-3.041086197E0,5.296278000E-1
3.077325010E1,5.617862344E-1,-2.870856285E0,5.755054951E-1
3.077824609E1,6.707175970E-1,-2.662454128E0,6.594662666E-1
3.078324213E1,7.615088224E-1,-2.454092503E0,7.812221050E-1
3.078823818E1,7.963479757E-1,-2.255249023E0,8.783965111E-1
3.079323422E1,7.992986441E-1,-2.084965706E0,9.411766529E-1
3.079823026E1,7.895510197E-1,-1.861880302E0,9.647405148E-1
3.080322630E1,7.574825883E-1,-1.600282192E0,9.246706963E-1
3.080822234E1,7.411637306E-1,-1.304937363E0,8.828406334E-1
3.081321838E1,7.357093096E-1,-1.004504204E0,8.914942741E-1
3.081821443E1,7.264096737E-1,-6.463603973E-1,9.742259979E-1
3.082321047E1,7.177583575E-1,-3.167381287E-1,1.126380205E0
3.082820651E1,7.092044353E-1,8.195877075E-3,1.285931110E0
3.083320255E1,6.856865883E-1,2.899827957E-1,1.448604107E0
3.083819859E1,6.993345022E-1,5.620155334E-1,1.571678162E0
3.084319463E1,7.257009745E-1,8.145532608E-1,1.655728579E0
3.084819068E1,7.741993666E-1,1.085726738E0,1.682230949E0
3.085318672E1,7.874048948E-1,1.375407219E0,1.656443596E0
3.085818276E1,7.413480878E-1,1.650009155E0,1.660002232E0
3.086317880E1,6.507848501E-1,1.871205330E0,1.717314482E0
3.086817484E1,5.207593441E-1,2.010275841E0,1.800103664E0
3.087317088E1,3.803214431E-1,2.076802254E0,1.880141020E0
3.087816693E1,2.731623650E-1,2.118753433E0,1.857140064E0
3.088316297E1,2.093927860E-1,2.246323586E0,1.797810316E0
3.088815901E1,1.943341494E-1,2.454874992E0,1.763663769E0
3.089315505E1,1.234083176E-1,2.720654488E0,1.801830769E0
3.089815109E1,3.531384468E-2,3.015120506E0,1.901960611E0
3.090314713E1,-1.174823046E-1,3.285828590E0,1.991595745E0
3.090814318E1,-2.633090019E-1,3.509005547E0,2.060668707E0
3.091313922E1,-4.355632067E-1,3.689631462E0,2.080042839E0
3.091813526E1,-6.200318336E-1,3.870919228E0,1.987068892E0
3.092313130E1,-5.061615705E-1,3.943071365E0,1.575267553E0
3.092812734E1,-6.701557636E-1,4.021264076E0,8.475449085E-1
3.093312338E1,-7.258818150E-1,4.454739571E0,5.584084988E-1
3.093811943E1,-5.967112780E-1,4.922615051E0,5.594336987E-1
3.094311547E1,-6.269927025E-1,5.300177574E0,6.845233440E-1
3.094811151E1,-7.068769932E-1,5.567891121E0,8.111891747E-1
3.095310755E1,-9.236888885E-1,5.624794960E0,8.312852383E-1
3.095810359E1,-1.101952553E0,5.580426216E0,9.092404842E-1
3.096309963E1,-1.194773078E0,5.395904541E0,9.993424416E-1
3.096809568E1,-1.245211840E0,5.037354469E0,1.103640556E0
3.097309172E1,-1.381850362E0,4.471062660E0,1.075745344E0
3.097808776E1,-1.369504333E0,3.831025124E0,7.924442291E-1
3.098308380E1,-1.365393162E0,3.260909081E0,3.545167446E-1
3.098807984E1,-1.368503213E0,2.717971802E0,-4.257822037E-2
3.099307588E1,-1.411445260E0,2.087772369E0,-5.096707344E-1
3.099807193E1,-1.507910013E0,1.629062653E0,-1.004629374E0
3.100306797E1,-1.633695722E0,1.174566269E0,-1.437507033E0
3.100806401E1,-1.674073935E0,7.533540726E-1,-1.895852327E0
3.101306005E1,-1.628944039E0,4.757995605E-1,-2.357082605E0
3.101805609E1,-1.564794898E0,3.660697937E-1,-2.741183758E0
3.102305213E1,-1.437392950E0,3.717765808E-1,-3.010953426E0
3.102804818E1,-1.456292033E0,4.070138931E-1,-3.248611450E0
3.103304422E1,-1.511037469E0,5.389461517E-1,-3.388161898E0
3.103804026E1,-1.472192645E0,7.676572800E-1,-3.344423771E0
3.104303630E1,-1.430662870E0,1.097858429E0,-3.117902279E0
3.104803234E1,-1.271654248E0,1.428956032E0,-2.833101511E0
3.105302838E1,-1.091107965E0,1.665199280E0,-2.508966923E0
3.105802443E1,-8.271918297E-1,1.863921165E0,-2.202439547E0
3.106302047E1,-6.141852140E-1,2.039318085E0,-1.912871838E0
3.106801651E1,-4.858521223E-1,2.191201210E0,-1.582165718E0
3.107301255E1,-4.041132927E-1,2.271467209E0,-1.199725509E0
3.107800859E1,-3.500027657E-1,2.332440376E0,-7.546859980E-1
3.108300463E1,-3.908512592E-1,2.301931381E0,-2.837104797E-1
3.108800068E1,-3.788257837E-1,2.193991661E0,1.523308754E-1
3.109299672E1,-3.720140457E-1,2.056126595E0,5.500125885E-1
3.109799276E1,-2.993984222E-1,1.888142586E0,8.334264755E-1
3.110298880E1,-2.143685818E-1,1.584727287E0,8.881859779E-1
3.110798484E1,-1.417338848E-1,1.122258186E0,7.902581692E-1
3.111298088E1,-1.252021790E-1,6.493463516E-1,7.015755177E-1
3.111797687E1,-6.947338581E-2,2.905225754E-1,6.165730953E-1
3.112297286E1,8.273422718E-2,-1.946449280E-3,5.248701572E-1
3.112796885E1,2.647075057E-1,-2.661685944E-1,4.258828163E-1
3.113296484E1,2.997760177E-1,-5.210733414E-1,2.902870178E-1
3.113796083E1,2.504799962E-1,-7.329635620E-1,1.173725128E-1
3.114295682E1,1.889461875E-1,-9.829444885E-1,-1.510322094E-1
3.114795281E1,1.251565218E-1,-1.328081131E0,-4.105397463E-1
3.115294880E1,6.934249401E-2,-1.729840755E0,-5.275743008E-1
3.115794479E1,3.172886372E-2,-2.121078491E0,-5.503603220E-1
3.116294078E1,-1.556313038E-2,-2.473060608E0,-6.031957865E-1
3.116793677E1,-1.103366613E-1,-2.781029224E0,-7.434030771E-1
3.117293276E1,-1.899639964E-1,-3.016269207E0,-9.328740835E-1
3.117792875E1,-1.728296280E-1,-3.279263496E0,-1.157349825E0
3.118292474E1,-1.590734124E-1,-3.679934025E0,-1.431277990E0
3.118792073E1,-1.819806099E-1,-3.983750820E0,-1.663888335E0
3.119291672E1,-1.073116660E-1,-4.138188362E0,-1.831580400E0
3.119791271E1,-1.161324978E-2,-4.219927788E0,-1.949033618E0
3.120290870E1,8.132892847E-2,-4.243423462E0,-2.006761074E0
3.120790469E1,1.524825692E-1,-4.232696533E0,-1.985623121E0
3.121290068E1,2.163455486E-1,-4.178295135E0,-1.899760723E0
3.121789666E1,2.919953465E-1,-4.070808411E0,-1.839703560E0
3.122289266E1,3.553644419E-1,-3.991698742E0,-1.704606414E0
3.122788865E1,3.773891628E-1,-3.859786510E0,-1.522612572E0
3.123288463E1,3.386061788E-1,-3.751800060E0,-1.388805866E0
3.123788062E1,3.054734766E-1,-3.706079006E0,-1.250164509E0
3.124287661E1,3.397106230E-1,-3.698741436E0,-1.020187140E0
3.124787260E1,2.593511343E-1,-3.710685253E0,-7.894681096E-1
3.125286859E1,1.359462738E-1,-3.689333439E0,-5.960748196E-1
3.125786458E1,1.724123955E-2,-3.735237598E0,-3.916983604E-1
3.126286057E1,-5.377042294E-2,-3.752652645E0,-2.146669626E-1
3.126785656E1,-1.630902886E-1,-3.688989162E0,-3.625726700E-2
3.127285255E1,-2.485876679E-1,-3.592159748E0,1.004204750E-1
3.127784854E1,-3.485034108E-1,-3.438196182E0,2.140161991E-1
3.128284453E1,-4.197254777E-1,-3.255785942E0,3.184565306E-1
3.128784052E1,-5.147561431E-1,-3.044849396E0,4.370269775E-1
3.129283651E1,-5.521791577E-1,-2.857948780E0,5.309635401E-1
3.129783250E1,-6.274961233E-1,-2.642347813E0,6.092644930E-1
3.130282849E1,-7.264483571E-1,-2.388452530E0,6.523033381E-1
3.130782448E1,-7.965019941E-1,-2.153621674E0,6.164551973E-1
3.131282047E1,-8.712161779E-1,-1.942548275E0,5.395562649E-1
3.131781651E1,-9.507080913E-1,-1.707333088E0,4.164665937E-1
3.132281255E1,-9.775734544E-1,-1.543600082E0,3.711928129E-1
3.132780859E1,-1.014112353E0,-1.355612755E0,2.457649708E-1
3.133280463E1,-1.007685542E0,-1.243837357E0,8.338987827E-2
3.133780068E1,-1.025556564E0,-1.122080803E0,-1.256161928E-1
3.134279672E1,-9.866227508E-1,-9.472579956E-1,-3.576766253E-1
3.134779276E1,-9.341064692E-1,-7.337522507E-1,-5.076558590E-1
3.135278880E1,-9.541909099E-1,-4.529104233E-1,-5.516642332E-1
3.135778484E1,-1.008529544E0,-1.048555374E-1,-4.607070684E-1
3.136278088E1,-1.077780008E0,2.480525970E-1,-2.005826235E-1
3.136777693E1,-1.147216082E0,6.343336105E-1,1.580909491E-1
3.137277297E1,-1.288253427E0,9.867410660E-1,6.073237658E-1
3.137776901E1,-1.471721172E0,1.300258636E0,9.383041859E-1
3.138276505E1,-1.582737565E0,1.574726105E0,1.075780988E0
3.138776109E1,-1.597266793E0,1.790947914E0,1.073193669E0
3.139275713E1,-1.534398794E0,1.953705788E0,1.041000962E0
3.139775318E1,-1.413141489E0,2.005676270E0,9.887366295E-1
3.140274922E1,-1.238187551E0,1.956588745E0,9.783856869E-1
3.140774526E1,-1.167357802E0,1.854403496E0,1.024129391E0
3.141274130E1,-1.110154748E0,1.756607056E0,1.096866608E0
3.141773734E1,-1.110316873E0,1.682358742E0,1.186586618E0
3.142273338E1,-1.063014984E0,1.703465462E0,1.235227108E0
3.142772943E1,-9.686961174E-1,1.819927216E0,1.227755785E0
3.143272547E1,-8.705723286E-1,1.969613075E0,1.235069036E0
3.143772151E1,-7.686222792E-1,2.152668953E0,1.237000465E0
3.144271755E1,-6.817734241E-1,2.307060242E0,1.251748204E0
3.144771359E1,-5.857776403E-1,2.428225517E0,1.235288858E0
3.145270963E1,-4.993803203E-1,2.602473259E0,1.258485198E0
3.145770568E1,-4.554730654E-1,2.786823273E0,1.234639883E0
3.146270172E1,-5.159962177E-1,2.976599693E0,1.172791004E0
3.146769776E1,-5.417165756E-1,3.214900017E0,1.063248277E0
3.147269380E1,-5.896680355E-1,3.501774788E0,8.435193300E-1
3.147768984E1,-5.925461054E-1,3.779814720E0,6.476814747E-1
3.148268588E1,-5.595046282E-1,4.034712791E0,4.662637711E-1
3.148768193E1,-4.232100844E-1,4.209114075E0,3.856545687E-1
3.149267797E1,-2.266383767E-1,4.326871872E0,3.924895525E-1
3.149767401E1,-9.415721893E-2,4.359145164E0,4.449169636E-1
3.150267005E1,-1.175634563E-1,4.305710793E0,4.727208614E-1
3.150766609E1,-8.761602640E-2,4.280975342E0,5.305984020E-1
3.151266213E1,1.359504461E-2,4.222229958E0,5.918188095E-1
3.151765818E1,7.983982563E-2,4.038131714E0,6.248669624E-1
3.152265422E1,1.579248607E-1,3.647045135E0,5.788695812E-1
3.152765026E1,4.387336671E-1,3.082448959E0,3.542671204E-1
3.153264630E1,7.978781462E-1,2.526196480E0,1.141228676E-1
3.153764234E1,1.154428959E0,2.102690697E0,-2.136273384E-1
3.154263838E1,1.485132933E0,1.716322899E0,-5.722807646E-1
3.154763443E1,1.737987995E0,1.424735069E0,-9.773027897E-1
3.155263047E1,1.966442704E0,1.166043282E0,-1.482804298E0
3.155762651E1,2.171218634E0,9.166793823E-1,-1.855828285E0
3.156262255E1,2.357773304E0,6.961879730E-1,-2.165233374E0
3.156761859E1,2.445407629E0,5.430765152E-1,-2.412275791E0
3.157261463E1,2.496826887E0,4.575242996E-1,-2.492965221E0
3.157761068E1,2.502962589E0,4.108457565E-1,-2.379211426E0
3.158260672E1,2.392297268E0,3.695449829E-1,-2.190970898E0
3.158760276E1,2.230960131E0,4.292783737E-1,-1.933389068E0
3.159259880E1,2.190287113E0,6.138267517E-1,-1.692810416E0
3.159759484E1,2.283818722E0,8.417224884E-1,-1.435826182E0
3.160259088E1,2.377446413E0,1.136852264E0,-1.110035419E0
3.160758693E1,2.351308584E0,1.451243401E0,-7.391991615E-1
3.161258297E1,2.238912582E0,1.722585678E0,-3.611048460E-1
3.161757896E1,2.054684877E0,1.946046829E0,8.209943771E-2
3.162257495E1,1.784387589E0,2.001891136E0,5.866854191E-1
3.162757094E1,1.409063578E0,1.942744255E0,9.909033775E-1
3.163256693E1,9.904913902E-1,1.888092995E0,1.271890879E0
3.163756292E1,6.768692732E-1,1.790016174E0,1.487591267E0
3.164255890E1,3.577844799E-1,1.638876915E0,1.648196220E0
3.164755490E1,7.114911079E-2,1.396401405E0,1.744504452E0
3.165255088E1,-1.833218336E-1,1.086560249E0,1.776852012E0
3.165754687E1,-3.723225594E-1,7.764148712E-1,1.678237200E0
3.166254286E1,-4.769174755E-1,4.469003677E-1,1.448547125E0
3.166753885E1,-4.774256051E-1,1.173572540E-1,1.144635320E0
3.167253484E1,-4.931012392E-1,-2.024898529E-1,8.329088688E-1
3.167753083E1,-5.520799160E-1,-5.029268265E-1,5.509985685E-1
3.168252682E1,-6.541484594E-1,-8.125448227E-1,3.269799948E-1
3.168752281E1,-7.128725052E-1,-1.155126572E0,1.219991446E-1
3.169251880E1,-7.087217569E-1,-1.544881821E0,-4.525756836E-2
3.169751479E1,-6.988636255E-1,-1.948183537E0,-1.513328552E-1
3.170251078E1,-6.065108180E-1,-2.321944237E0,-2.203460932E-1
3.170750677E1,-3.978158832E-1,-2.709217548E0,-3.289154768E-1
3.171250276E1,-2.113048434E-1,-3.071642399E0,-4.056538343E-1
3.171749885E1,3.468045592E-2,-3.433114052E0,-5.177652836E-1
3.172249495E1,2.443780899E-1,-3.750578403E0,-6.557360888E-1
3.172749104E1,4.608742893E-1,-3.937929630E0,-7.673444152E-1
3.173248713E1,6.889160872E-1,-4.052689552E0,-9.197430611E-1
3.173748323E1,9.618161917E-1,-4.109274864E0,-1.031713963E0
3.174247932E1,1.202992201E0,-4.203334808E0,-1.156274319E0
3.174747542E1,1.316735268E0,-4.143499374E0,-1.145257235E0
3.175247151E1,1.298233747E0,-3.987451077E0,-9.743435383E-1
3.175746750E1,1.199634314E0,-3.816750050E0,-7.339519262E-1
3.176246349E1,9.965695143E-1,-3.655478001E0,-5.095509291E-1
3.176745948E1,7.318032384E-1,-3.503742695E0,-3.340499401E-1
3.177245547E1,6.206789613E-1,-3.418991089E0,-2.212992907E-1
3.177745146E1,5.387873054E-1,-3.353365898E0,-1.039395332E-1
3.178244745E1,4.958103299E-1,-3.254269600E0,-1.520061493E-2
3.178744344E1,5.155510902E-1,-3.164804459E0,4.026031494E-2
3.179243943E1,6.219272614E-1,-3.099304199E0,8.165895939E-2
3.179743542E1,7.334884405E-1,-3.024247169E0,9.459245205E-2
3.180243141E1,8.357245326E-1,-2.987483025E0,8.389532566E-2
3.180742740E1,8.566876650E-1,-2.960291862E0,1.165691614E-1
3.181242338E1,8.680419922E-1,-2.923573971E0,1.592215300E-1
3.181741937E1,7.833710313E-1,-2.834319592E0,2.643766403E-1
3.182241536E1,7.029398680E-1,-2.769227505E0,4.132367373E-1
3.182741135E1,5.593214035E-1,-2.766631603E0,5.486181974E-1
3.183240734E1,4.091449976E-1,-2.826593876E0,6.420648098E-1
3.183740333E1,3.383634686E-1,-2.815241337E0,7.466335297E-1
3.184239932E1,3.613327146E-1,-2.799662113E0,8.099004030E-1
3.184739531E1,3.011061549E-1,-2.755993366E0,8.847327232E-1
3.185239130E1,3.015616536E-1,-2.746443272E0,9.281775951E-1
3.185738729E1,3.534674048E-1,-2.742226124E0,9.593609571E-1
3.186238328E1,3.996940851E-1,-2.714617252E0,1.016595364E0
3.186737927E1,3.641218543E-1,-2.682684422E0,1.023098350E0
3.187237526E1,3.572792411E-1,-2.603232861E0,9.640465975E-1
3.187737125E1,3.077348471E-1,-2.519205570E0,8.294007778E-1
3.188236724E1,2.346193790E-1,-2.396953106E0,6.900826693E-1
3.188736323E1,2.337703705E-1,-2.236387253E0,5.837823153E-1
3.189235922E1,2.238657475E-1,-2.018271446E0,5.336313248E-1
3.189735521E1,2.911999822E-1,-1.737791538E0,4.865531921E-1
3.190235120E1,3.593174815E-1,-1.423577309E0,4.753965139E-1
3.190734719E1,4.472362399E-1,-1.089982986E0,4.903156757E-1
3.191234318E1,5.357811451E-1,-6.891803741E-1,5.837416649E-1
3.191733916E1,5.912426710E-1,-2.404756546E-1,6.602916718E-1
3.192233516E1,6.419648528E-1,1.076869965E-1,7.538855076E-1
3.192733115E1,7.976995111E-1,3.983125687E-1,8.747172356E-1
3.193232713E1,9.771369696E-1,6.887655258E-1,9.946429729E-1
3.193732312E1,1.146843791E0,9.933166504E-1,1.099751472E0
3.194231911E1,1.268723607E0,1.278420448E0,1.204760909E0
3.194731510E1,1.256659627E0,1.467567444E0,1.347950459E0
3.195231109E1,1.091365695E0,1.618103981E0,1.520271778E0
3.195730708E1,9.638278484E-1,1.686899185E0,1.688521385E0
3.196230307E1,8.786005378E-1,1.750507355E0,1.819386601E0
3.196729906E1,8.643785715E-1,1.823290825E0,1.903318286E0
3.197229510E1,8.160147071E-1,1.938770294E0,1.935413361E0
3.197729115E1,6.761704087E-1,2.096987724E0,1.967854977E0
3.198228719E1,6.077764630E-1,2.360198975E0,1.909273863E0
3.198728323E1,4.434184432E-1,2.685443878E0,1.782718897E0
3.199227927E1,3.269652128E-1,3.096802711E0,1.721233010E0
3.199727531E1,2.155655622E-1,3.503472328E0,1.771960258E0
3.200227135E1,9.529519081E-2,3.924712181E0,1.858028173E0
3.200726740E1,-1.293909550E-1,4.370115280E0,1.888448954E0
3.201226344E1,-3.769303560E-1,4.811010361E0,1.777150631E0
3.201725948E1,-6.427216530E-1,5.209138870E0,1.581661701E0
3.202225552E1,-8.646297455E-1,5.540612221E0,1.488816500E0
3.202725156E1,-1.167424679E0,5.824412346E0,1.465872049E0
3.203224760E1,-1.504261494E0,6.050617218E0,1.437314749E0
3.203724365E1,-1.809493661E0,6.147062302E0,1.437819719E0
3.204223969E1,-2.084635735E0,6.089398384E0,1.373121500E0
3.204723573E1,-2.067778587E0,5.805539131E0,1.201630354E0
3.205223177E1,-1.912332296E0,5.209451675E0,1.034294844E0
3.205722781E1,-1.718695164E0,4.569124222E0,8.577058315E-1
3.206222385E1,-1.534572840E0,4.018462181E0,5.717277527E-1
3.206721990E1,-1.363901138E0,3.452319145E0,2.432928085E-1
3.207221594E1,-1.181911469E0,2.890165329E0,-1.999733448E-1
3.207721198E1,-9.446830750E-1,2.332359314E0,-6.487575769E-1
3.208220802E1,-7.471408844E-1,1.846205711E0,-1.127827764E0
3.208720406E1,-5.644946098E-1,1.460697174E0,-1.662051439E0
3.209220010E1,-4.106105566E-1,1.128200531E0,-2.104083061E0
3.209719615E1,-3.377344608E-1,8.488445282E-1,-2.421164751E0
3.210219219E1,-2.929046154E-1,6.513948441E-1,-2.637803555E0
3.210718823E1,-3.382939100E-1,5.597105026E-1,-2.735244751E0
3.211218427E1,-3.879421949E-1,5.210838318E-1,-2.780905962E0
3.211718031E1,-5.424487591E-1,5.020046234E-1,-2.803833485E0
3.212217635E1,-6.824375391E-1,4.881362915E-1,-2.732700586E0
3.212717240E1,-7.742948532E-1,5.368204117E-1,-2.519538164E0
3.213216844E1,-8.225811720E-1,6.287374496E-1,-2.206920147E0
3.213716448E1,-8.697490692E-1,7.637348175E-1,-1.923268318E0
3.214216052E1,-1.063449383E0,8.651876450E-1,-1.696663618E0
3.214715656E1,-1.216866016E0,8.852758408E-1,-1.569868684E0
3.215215260E1,-1.272670388E0,8.384180069E-1,-1.494814873E0
3.215714864E1,-1.322003007E0,8.203868866E-1,-1.438256741E0
3.216214469E1,-1.336406469E0,8.502950668E-1,-1.390832663E0
3.216714073E1,-1.316066384E0,8.898277283E-1,-1.319166541E0
3.217213677E1,-1.270953774E0,8.624505997E-1,-1.266542792E0
3.217713281E1,-1.100972414E0,7.873392105E-1,-1.194702387E0
3.218212885E1,-9.407069683E-1,7.122955322E-1,-1.041450739E0
3.218712490E1,-7.570331097E-1,6.993780136E-1,-8.065917492E-1
3.219212094E1,-5.646076202E-1,6.622543335E-1,-5.374295712E-1
3.219711698E1,-4.067111015E-1,6.103954315E-1,-3.339831829E-1
3.220211302E1,-2.070573568E-1,5.198059082E-1,-1.814798117E-1
3.220710906E1,-4.696059227E-2,3.857784271E-1,-8.469343185E-2
3.221210510E1,1.023200750E-1,1.988201141E-1,-4.358506203E-2
3.221710114E1,1.689479351E-1,-1.220703125E-2,-2.510190010E-2
3.222209719E1,1.624476910E-1,-2.137289047E-1,1.824712753E-2
3.222709323E1,1.113332510E-1,-3.770265579E-1,1.439964771E-2
3.223208927E1,6.815981865E-2,-5.403165817E-1,-1.313149929E-2
3.223708531E1,6.140387058E-2,-7.226667404E-1,-7.907128334E-2
3.224208130E1,8.175516129E-2,-9.048128128E-1,-1.406540871E-1
3.224707729E1,1.148574352E-1,-1.115387917E0,-2.507591248E-1
3.225207328E1,1.466975808E-1,-1.359060287E0,-3.521091938E-1
3.225706927E1,2.158050537E-1,-1.626182079E0,-4.447546005E-1
3.226206526E1,2.363984585E-1,-1.897576809E0,-5.572693348E-1
3.226706125E1,2.279651761E-1,-2.173193932E0,-6.657911539E-1
3.227205724E1,1.475975513E-1,-2.395688057E0,-7.891395688E-1
3.227705323E1,1.007737517E-1,-2.641602993E0,-9.656867981E-1
3.228204922E1,6.379920244E-2,-2.882152081E0,-1.138202667E0
3.228704521E1,7.048469782E-2,-3.026424885E0,-1.258972764E0
3.229204120E1,1.161699891E-1,-3.146291733E0,-1.351857185E0
3.229703719E1,1.342125535E-1,-3.217805862E0,-1.364488125E0
3.230203318E1,1.104175448E-1,-3.279338837E0,-1.325377226E0
3.230702916E1,8.288043737E-2,-3.330988884E0,-1.267747879E0
3.231202516E1,1.232277155E-1,-3.358458519E0,-1.201074004E0
3.231702115E1,2.218726873E-1,-3.390535355E0,-1.115447283E0
3.232201713E1,2.734695673E-1,-3.412898064E0,-1.029907227E0
3.232701312E1,2.588043809E-1,-3.435152054E0,-9.156845212E-1
3.233200911E1,2.399553061E-1,-3.457365036E0,-7.486143112E-1
3.233700510E1,2.263002396E-1,-3.436556816E0,-6.098080873E-1
3.234200109E1,2.035209537E-1,-3.411063194E0,-4.321352243E-1
3.234699708E1,1.617846489E-1,-3.390463829E0,-2.970125675E-1
3.235199307E1,9.141516685E-2,-3.331727982E0,-1.852258444E-1
3.235698906E1,4.015475512E-2,-3.273132324E0,-1.065260172E-1
3.236198505E1,-1.094496250E-2,-3.243307114E0,-4.202330112E-2
3.236698104E1,-1.000381112E-1,-3.242169380E0,6.545984745E-2
3.237197703E1,-1.697839499E-1,-3.217043877E0,1.534472704E-1
3.237697302E1,-2.249110341E-1,-3.225296021E0,2.455602884E-1
3.238196901E1,-3.179209232E-1,-3.204626083E0,2.982549667E-1
3.238696500E1,-3.865953088E-1,-3.159841537E0,3.545247316E-1
3.239196099E1,-4.738786817E-1,-3.090896606E0,3.565349579E-1
3.239695698E1,-5.797945857E-1,-2.992992878E0,3.135706186E-1
3.240195297E1,-6.707900167E-1,-2.846987247E0,2.684054375E-1
3.240694896E1,-7.660514116E-1,-2.657663822E0,2.063037157E-1
3.241194495E1,-8.511904478E-1,-2.377232552E0,3.629553318E-2
3.241694094E1,-9.309719801E-1,-2.120534897E0,-6.005918980E-2
3.242193693E1,-1.014978170E0,-1.868414402E0,-4.933059216E-2
3.242693292E1,-1.108038902E0,-1.635293484E0,3.062331676E-2
3.243192890E1,-1.119400620E0,-1.406874657E0,6.538295746E-2
3.243692490E1,-1.087531090E0,-1.168809891E0,7.223844528E-3
3.244192088E1,-9.882534742E-1,-8.972158432E-1,-3.827333450E-2
3.244691687E1,-9.267219901E-1,-6.303777695E-1,-8.543431759E-2
3.245191286E1,-9.075918794E-1,-3.682861328E-1,-7.681858540E-2
3.245690885E1,-9.165831208E-1,-6.315612793E-2,-3.612554073E-2
3.246190484E1,-9.392619729E-1,2.801208496E-1,7.045292854E-2
3.246690083E1,-1.004625797E0,6.231260300E-1,2.386182547E-1
3.247189687E1,-1.074519634E0,9.418411255E-1,3.732128143E-1
3.247689292E1,-1.058118820E0,1.221828461E0,4.796828032E-1
3.248188896E1,-1.070218205E0,1.453489304E0,5.824222565E-1
3.248688500E1,-1.115479589E0,1.651134491E0,6.676014662E-1
3.249188104E1,-1.198459387E0,1.771686554E0,7.786966562E-1
3.249687708E1,-1.299878836E0,1.848649025E0,9.638178349E-1
3.250187312E1,-1.429197073E0,1.853300095E0,1.237618923E0
3.250686917E1,-1.586350441E0,1.819089890E0,1.533587813E0
3.251186521E1,-1.666303635E0,1.836900711E0,1.808710575E0
3.251686125E1,-1.717224121E0,1.911467552E0,2.024547577E0
3.252185729E1,-1.725107908E0,1.971044540E0,2.085095406E0
3.252685333E1,-1.666513681E0,2.039767265E0,2.013283253E0
3.253184937E1,-1.546299458E0,2.113083839E0,1.879767656E0
3.253684542E1,-1.393347025E0,2.200824738E0,1.745373964E0
3.254184146E1,-1.217024326E0,2.360602379E0,1.561104059E0
3.254683750E1,-1.012473583E0,2.501710892E0,1.407082200E0
3.255183354E1,-7.988234162E-1,2.619544029E0,1.296879530E0
3.255682958E1,-5.613960624E-1,2.738203049E0,1.210659981E0
3.256182562E1,-4.003812671E-1,2.838648796E0,1.124211073E0
3.256682166E1,-2.583260536E-1,2.997486115E0,9.799622297E-1
3.257181771E1,-1.301802993E-1,3.195574760E0,8.496989012E-1
3.257681375E1,-2.030128241E-2,3.456813812E0,7.574868202E-1
3.258180979E1,7.156938314E-2,3.771510124E0,7.564566135E-1
3.258680583E1,1.075781584E-1,4.039034843E0,7.757213116E-1
3.259180187E1,1.405606568E-1,4.225765228E0,8.308000565E-1
3.259679792E1,6.995540857E-2,4.293254852E0,8.656589985E-1
3.260179396E1,-1.191214323E-1,4.274743080E0,9.010205269E-1
3.260679000E1,-3.174000382E-1,4.160302162E0,9.433941841E-1
3.261178604E1,-3.823812604E-1,3.863490105E0,9.226305485E-1
3.261678208E1,-3.676931858E-1,3.503637314E0,8.545799255E-1
3.262177812E1,-1.879993677E-1,3.085337639E0,6.969268322E-1
3.262677416E1,-1.147818565E-2,2.565385818E0,4.886026382E-1
3.263177021E1,2.000038624E-1,2.077739716E0,2.058579922E-1
3.263676625E1,4.514641762E-1,1.627182961E0,-9.881854057E-2
3.264176229E1,7.384368181E-1,1.256856918E0,-4.689579010E-1
3.264675833E1,1.027949572E0,9.429903030E-1,-8.670332432E-1
3.265175437E1,1.349367261E0,6.906642914E-1,-1.385126591E0
3.265675042E1,1.617388248E0,4.571580887E-1,-1.794851899E0
